Plant Id,"Reported
Prime Mover",Plant State,Census Region,NERC Region,"Elec Fuel Consumption
MMBtu","Net Generation
(Megawatthours)",Plant Code,Sector Name,Utility Name,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Number of Turbines,turbine_capacity (KW),hub_height (m),rotor_diameter (m),rotor_swept area (m2),max_height (m),xlong,ylat,plant_id_x,operation_years_x,CAGR_netgen,plant_id_y,operation_years_y,CACR,plant_id,operation_years,CACR_uptime,uptime,efficiency,avg_tgen,avg_fuel,avg_tcap
55208,WT,MN,WNC,MRO,2097902,237212.0,55208,IPP Non-CHP,Allete Clean Energy,107.2,103.5,103.5,139,750.0,53.0,48.0,1809.56,77.1,-96.37900587769785,44.32671164028777,55208,10,1.166068177,55208,10,-0.7557304876802284,55208,9,0.085165183,2212.7985074626863,0.11307105860998273,1706.5611510791366,15092.820143884892,0.7712230215827338
55265,WT,MN,WNC,MRO,3898983,440862.0,55265,Electric Utility,Northern States Power Co - Minnesota,100.2,103.5,103.5,137,2277.2727272727275,89.0909090909091,116.0,10568.32,147.1909090909091,-96.16141556818182,44.14969847727273,55265,10,7.186831679,55265,10,-0.7557182276353824,55265,9,6.643037469,4399.820359281437,0.11307102390546458,3217.970802919708,28459.729927007298,0.7313868613138687
55287,WT,IA,WNC,MRO,1360330,153814.0,55287,IPP Non-CHP,Allete Clean Energy,80.2,76.5,76.5,102,750.0,65.0,50.0,1963.5,89.9,-95.35127341666667,42.83704205555556,55287,10,-2.487120349,55287,10,-0.7557244337758395,55287,9,-2.771502304,1917.8802992518702,0.11307109304359972,1507.9803921568628,13336.56862745098,0.7862745098039216
55342,WT,MN,WNC,MRO,300547,33983.0,55342,IPP Non-CHP,Consolidated Edison Development Inc.,9.2,9.2,9.2,4,2300.0,80.0,116.0,10568.32,138.1,-96.075034,43.990718,55342,10,5.181977301,55342,10,-0.7557019704105716,55342,9,6.417543716,3693.8043478260875,0.11307050145235188,8495.75,75136.75,2.3
55353,WT,MN,WNC,MRO,145149,16412.0,55353,IPP Non-CHP,Longroad Energy Services LLC,11.2,11.2,11.2,15,816.6666666666666,56.86666666666667,47.733333333333334,1789.6613333333332,80.66000000000001,-96.43564473333335,44.3841118,55353,10,-4.234986476,55353,10,-0.7556708551260116,55353,9,-6.982527405,1465.357142857143,0.11307001770594355,1094.1333333333334,9676.6,0.7466666666666666
55354,WT,MN,WNC,MRO,271255,30671.0,55354,IPP Non-CHP,Longroad Energy Services LLC,11.8,11.8,11.8,18,660.0,65.0,47.0,1734.94,88.4,-96.43218566666667,44.39850744444445,55354,10,0.315379622,55354,10,-0.7557175086653767,55354,9,-2.124947335,2599.237288135593,0.11307072680687913,1703.9444444444443,15069.722222222223,0.6555555555555556
55368,WT,NY,MAT,NPCC,14910,1686.0,55368,IPP Non-CHP,CHI Energy Inc,6.6,6.6,6.6,10,660.0,65.0,47.0,1734.94,88.4,-78.24533679999999,42.682781999999996,55368,10,-17.45757431,55368,10,-0.756348029969145,55368,9,-19.33887727,255.45454545454547,0.11307847082494969,168.6,1491.0,0.6599999999999999
55396,WT,CA,PACC,WECC,52329,5917.0,55396,IPP Non-CHP,FPL Energy Green Power,16.5,16.5,16.5,22,750.0,63.0,50.0,1963.5,88.1,-116.57403057894737,33.916051315789474,55396,10,-18.55618445,55396,10,-0.7559596225840237,55396,9,-16.2062795,358.6060606060606,0.11307305700472013,268.95454545454544,2378.590909090909,0.75
55560,WT,WA,PACC,WECC,1585172,179237.0,55560,IPP Non-CHP,FPL Energy Vansycle LLC,176.9,176.9,176.9,268,660.0,50.0,47.0,1734.94,73.5,-118.81858920599251,46.01798911610487,55560,10,-7.49745718,55560,10,-0.7557170360812271,55560,9,-8.587116894,1013.2108535895986,0.11307101059064883,668.794776119403,5914.820895522388,0.6600746268656716
55566,WT,MN,WNC,MRO,39584,4476.0,55566,IPP Non-CHP,CHI Operations Inc,1.9,1.9,1.9,3,660.0,65.0,47.0,1734.94,88.4,-96.43470083333334,44.42171827777778,55566,10,-1.514525628,55566,10,-0.7560005881331544,55566,9,-3.998661974,2355.789473684211,0.11307599029911075,1492.0,13194.666666666666,0.6333333333333333
55574,WT,MN,WNC,MRO,46943,5308.0,55574,IPP Non-CHP,CHI Operations Inc,1.9,1.9,1.9,3,660.0,65.0,47.0,1734.9399999999998,88.40000000000002,-96.22224695833334,44.22468799999999,55574,10,-0.877117836,55574,10,-0.7555601097729236,55574,9,-2.064395557,2793.684210526316,0.11307330166371983,1769.3333333333333,15647.666666666666,0.6333333333333333
55576,WT,MN,WNC,MRO,46918,5305.0,55576,IPP Non-CHP,CHI Operations Inc,1.9,1.9,1.9,3,660.0,65.0,47.0,1734.9399999999998,88.40000000000002,-96.43283366666667,47.00331033333333,55576,10,0.47830566,55576,10,-0.7555133192562402,55576,9,-0.411683059,2792.105263157895,0.11306961081034997,1768.3333333333333,15639.333333333334,0.6333333333333333
55579,WT,TX,WSC,MRO,969284,109598.0,55579,IPP Non-CHP,Llano Estacado Wind Ranch,80.0,80.0,80.0,80,1000.0,69.0,57.0,2551.76,97.5,-101.2300212,35.466837675,55579,10,-9.326362659,55579,10,-0.7557258368419584,55579,9,-10.23004257,1369.975,0.11307109165115693,1369.975,12116.05,1.0
55581,WT,TX,WSC,TRE,4460435,504346.0,55581,IPP Non-CHP,FPL Energy Upton Wind LP,278.0,278.0,278.0,214,1300.0,60.0,64.32394366197182,3250.875633802817,92.10704225352113,-102.21339053051643,31.243707201877932,55581,10,-2.214147325,55581,10,-0.7557209844406998,55581,9,-3.356073313,1814.1942446043165,0.1130710345515628,2356.7570093457944,20843.154205607476,1.2990654205607477
55607,WT,WY,MTN,WECC,1366505,154512.0,55607,Electric Utility,PacifiCorp,41.4,41.4,41.4,69,4200.0,82.0,136.0,14526.72,150.0,-106.189369,41.652471,55607,10,3.439037423,55607,10,-0.7557217514046144,55607,9,4.264663065,3732.1739130434785,0.11307093644004229,2239.304347826087,19804.420289855072,0.6
55734,WT,KS,WNC,MRO,2909057,328930.0,55734,IPP Non-CHP,Gray County Wind Energy LLC,112.2,112.2,112.2,170,660.0,65.0,47.0,1734.9399999999998,88.4,-100.38286490588236,37.61025248235294,55734,10,18.67280431,55734,10,-0.7557065205778257,55734,9,11.3720066,2931.639928698752,0.11307100548390767,1934.8823529411766,17112.1,0.66
55739,WT,OR,PACC,WECC,865589,97873.0,55739,IPP Non-CHP,Allete Clean Energy,49.8,49.8,49.8,83,600.0,60.0,47.0,1734.9400000000003,83.5,-120.27116213253011,45.2737159879518,55739,10,1.04174274,55739,10,-0.7557190581606865,55739,9,-0.218905109,1965.3212851405624,0.11307098403514831,1179.1927710843374,10428.783132530121,0.6
55740,WT,WY,MTN,WECC,949208,107328.0,55740,IPP Non-CHP,Shell Wind Energy Inc.,50.0,50.0,50.0,50,1000.0,60.0,57.0,2551.76,88.4,-106.10861110204083,41.718342163265305,55740,10,-3.125519514,55740,10,-0.7557194824864832,55740,9,-4.196073552,2146.56,0.11307110770242139,2146.56,18984.16,1.0
55741,WT,CO,MTN,WECC,538234,60859.0,55741,IPP Non-CHP,Terra-Gen Operating Co-Wind,29.7,29.7,29.7,33,900.0,72.0,52.0,2123.72,98.1,-103.16094357575757,40.94412351515152,55741,10,-2.708872007,55741,10,-0.755740328446397,55741,9,-2.795442566,2049.124579124579,0.11307163798645199,1844.2121212121212,16310.121212121212,0.9
55742,WT,WI,ENC,RFC,460224,52038.0,55742,Electric Utility,Wisconsin Electric Power Co,30.0,30.0,30.0,20,1500.0,65.0,70.5,3903.63,100.3,-90.38321795,42.9607915,55742,10,-0.422254027,55742,10,-0.7557123189806059,55742,9,-1.546645202,1734.6,0.11307102628285357,2601.9,23011.2,1.5
55747,WT,TX,WSC,TRE,1934536,218740.0,55747,IPP Non-CHP,NWP Indian Mesa Wind Farm LP,82.5,82.5,82.5,125,660.0,50.0,47.0,1734.94,73.5,-102.19556716000001,30.942637624,55747,10,-0.048291751,55747,10,-0.7557244525540296,55747,9,-0.291801428,2651.3939393939395,0.11307104132463805,1749.92,15476.288,0.66
55769,WT,NY,MAT,NPCC,88777,10038.0,55769,IPP Non-CHP,Madison Windpower LLC,11.5,11.5,11.5,7,1650.0,67.0,66.0,3421.19,100.0,-75.45203957142857,42.89491942857143,55769,10,-7.576076592,55769,10,-0.7555436532400872,55769,9,-8.759509116,872.8695652173913,0.1130698266442885,1434.0,12682.42857142857,1.6428571428571428
55782,WT,MN,WNC,MRO,7438,841.0,55782,IPP Non-CHP,RENEW Energy Inc,1.5,1.5,1.5,1,1500.0,70.0,72.0,4071.5,106.1,-95.853493,43.754791,55782,10,-16.59299288,55782,10,-0.755348974933967,55782,9,-20.08783805,560.6666666666666,0.11306802904006454,841.0,7438.0,1.5
55790,WT,NY,MAT,NPCC,648902,73372.0,55790,IPP Non-CHP,CHI Energy Inc,30.0,30.0,30.0,20,1500.0,66.0,71.075,3972.4995000000004,101.58,-75.76103505,42.98845685,55790,10,0.806968063,55790,10,-0.7557685670697922,55790,9,0.96536178,2445.733333333333,0.11307100301740479,3668.6,32445.1,1.5
55795,WT,TX,WSC,TRE,1314511,148633.0,55795,IPP Non-CHP,Pecos Wind II LP,78.0,78.0,78.0,117,660.0,50.51724137931034,47.0,1734.94,74.01379310344828,-102.40431845689655,30.96170600862069,55795,10,-2.588181574,55795,10,-0.7557061141762023,55795,9,-2.725188828,1905.551282051282,0.11307094425227328,1270.3675213675215,11235.136752136752,0.6666666666666666
55796,WT,TX,WSC,TRE,1381928,156256.0,55796,IPP Non-CHP,Pecos Wind I LP,82.0,82.0,82.0,125,660.0,50.0,47.0,1734.94,73.5,-102.46688410569107,30.92635544715447,55796,10,-2.084001321,55796,10,-0.7557290736728395,55796,9,-2.857150391,1905.560975609756,0.11307101382995352,1250.048,11055.424,0.656
55803,WT,PA,MAT,RFC,72655,8215.0,55803,IPP Non-CHP,Huntsman Wind,9.0,9.0,9.0,6,1500.0,65.0,70.5,3903.6299999999997,100.3,-79.011551,39.979899833333334,55803,10,-10.14300178,55803,10,-0.7555518147686957,55803,9,-1.057137172,912.7777777777778,0.11306861193310852,1369.1666666666667,12109.166666666666,1.5
55804,WT,IA,WNC,MRO,1322770,149567.0,55804,IPP Non-CHP,Black Hills Electric Generation LLC,80.0,80.0,80.0,88,900.0,72.0,52.0,2123.72,98.1,-93.41143046067415,43.36488352808989,55804,10,-1.398303504,55804,10,-0.7557191929612017,55804,9,-1.603623332,1869.5875,0.11307105543669724,1699.625,15031.477272727272,0.9090909090909091
55805,WT,PA,MAT,RFC,133103,15050.0,55805,IPP Non-CHP,Huntsman Wind,15.0,15.0,15.0,10,1500.0,65.5,70.5,3903.63,100.8,-79.3903124,39.9213802,55805,10,-8.721121742,55805,10,-0.7557073387153279,55805,9,-1.968791923,1003.3333333333334,0.113070328993336,1505.0,13310.3,1.5
55809,WT,MN,WNC,MRO,34155,3862.0,55809,IPP Non-CHP,Kas Brothers Windfarm LLC,1.5,1.5,1.5,2,750.0,55.0,48.0,1809.56,78.9,-96.1139675,44.0123165,55809,10,1.022845397,55809,10,-0.7555615262864745,55809,9,-0.434791355,2574.6666666666665,0.11307275655101742,1931.0,17077.5,0.75
55816,WT,IA,WNC,MRO,1491168,168608.0,55816,IPP Non-CHP,Hawkeye Power Partners LLC,42.0,42.0,42.0,55,750.0,55.0,48.0,1809.56,78.9,-93.454853,43.070760500000006,55816,10,7.184569906,55816,10,-0.7557094863871905,55816,9,7.64196554,4014.4761904761904,0.11307109594626494,3065.6,27112.145454545454,0.7636363636363637
55871,WT,OR,PACC,WECC,443659,50165.0,55871,IPP Non-CHP,Avangrid Renewables LLC,24.5,24.0,24.0,16,1608.3333333333333,67.22222222222223,74.13888888888889,4493.801666666666,104.34444444444443,-124.23281455555555,45.045744444444445,55871,10,-1.107359167,55871,10,-0.7557191139409225,55871,9,-0.923712123,2047.5510204081634,0.11307107485704111,3135.3125,27728.6875,1.53125
55944,WT,MI,ENC,RFC,19200,2171.0,55944,IPP Non-CHP,Bay Windpower LLC,1.8,1.8,1.8,2,900.0,72.0,52.0,2123.72,98.1,-84.73994099999999,45.7618025,55944,10,-1.538066387,55944,10,-0.7568120655395139,55944,9,-1.276504267,1206.111111111111,0.11307291666666666,1085.5,9600.0,0.9
55968,WT,TX,WSC,TRE,4718776,533557.0,55968,IPP Non-CHP,Trent Wind Farm LP,152.0,152.0,152.0,100,1532.3232323232323,67.42424242424242,85.41919191919192,5765.505757575757,110.26969696969698,-100.21962030303031,32.434425686868686,55968,10,1.88016921,55968,10,-0.7557264170699685,55968,9,2.328510555,3510.2434210526317,0.11307105910515777,5335.57,47187.76,1.52
55986,WT,WV,SAT,RFC,806741,91219.0,55986,IPP Non-CHP,Huntsman Wind,66.0,66.0,66.0,44,1500.0,70.0,72.0,4071.5,106.1,-79.53544070454545,39.185288863636366,55986,10,-6.484764728,55986,10,-0.7557301054910148,55986,9,-5.664413601,1382.1060606060605,0.1130709856075246,2073.159090909091,18335.022727272728,1.5
55989,WT,OR,PACC,WECC,1100388,124422.0,55989,IPP Non-CHP,FPL Energy Vansycle LLC,122.8,122.8,122.8,186,660.0,50.0,47.0,1734.94,73.5,-118.7873662406417,45.98571290374331,55989,10,-8.238064341,55989,10,-0.7557137805489389,55989,9,-9.41262082,1013.2084690553746,0.11307102585633431,668.9354838709677,5916.064516129032,0.6602150537634408
55992,WT,TX,WSC,TRE,4944476,559077.0,55992,IPP Non-CHP,Desert Sky Wind Farm LP,167.7,167.7,167.7,107,1568.131868131868,68.13186813186813,83.92307692307692,5545.612307692308,110.1989010989011,-102.1192252087912,30.92726705494506,55992,10,2.206709758,55992,10,-0.7557223562520199,55992,9,0.76093078,3333.7924865831847,0.1130710311871268,5225.018691588785,46210.056074766355,1.5672897196261681
55995,WT,ND,WNC,MRO,145925,16500.0,55995,Electric Utility,Basin Electric Power Coop,7.1,7.1,7.1,5,1420.0,72.0,71.3,4062.7479999999996,107.66,-101.297464,47.973886799999995,55995,8,-3.421285169,55995,8,-0.651869372946523,55995,7,-4.843083088,2323.9436619718313,0.1130717834504026,3300.0,29185.0,1.42
56001,WT,PA,MAT,RFC,986955,111596.0,56001,IPP Non-CHP,Huntsman Wind,64.5,64.5,64.5,43,1500.0,65.0,70.5,3903.63,100.3,-75.43673939534884,41.596857279069766,56001,10,-4.151602574,56001,10,-0.7557172542241863,56001,9,-3.94151503,1730.1705426356589,0.11307101134296903,2595.2558139534885,22952.441860465115,1.5
56002,WT,MN,WNC,MRO,50961,5762.0,56002,IPP Non-CHP,"Community Renewables, LLC",3.8,3.8,3.8,4,950.0,70.0,54.0,2290.22,96.9,-96.3088435,43.5551175,56002,10,-5.723931869,56002,10,-0.7555068361401629,56002,9,-8.36799758,1516.3157894736844,0.11306685504601557,1440.5,12740.25,0.95
56010,WT,IA,WNC,MRO,2130642,240914.0,56010,IPP Non-CHP,"FPL Energy Hancock County Wind, LLC",98.0,98.0,98.0,148,676.0,65.0,47.0,1734.94,88.4,-93.68244307432433,43.011948027027024,56010,10,-1.69437851,56010,10,-0.7557209524732933,56010,9,-1.370677119,2458.3061224489797,0.11307108373907958,1627.7972972972973,14396.22972972973,0.6621621621621622
56011,WT,CA,PACC,WECC,1003369,113452.0,56011,IPP Non-CHP,Shell Wind Energy Inc.,41.0,41.0,41.0,62,660.0,65.0,47.0,1734.94,88.4,-116.7329287419355,33.91161920967742,56011,10,0.22101742,56011,10,-0.7557143472157635,56011,9,0.425614826,2767.121951219512,0.11307106358677615,1829.8709677419354,16183.370967741936,0.6612903225806451
56012,WT,CA,PACC,WECC,1120439,126689.0,56012,IPP Non-CHP,Shell Wind Energy Inc.,61.5,61.5,61.5,41,1500.0,65.0,65.0,3318.31,97.5,-116.62100446341464,33.92611721951219,56012,10,-4.674048738,56012,10,-0.7556976922576508,56012,9,-2.954370745,2059.9837398373984,0.11307085883301099,3089.9756097560976,27327.780487804877,1.5
56052,WT,PA,MAT,RFC,428401,48440.0,56052,IPP Non-CHP,Huntsman Wind,30.0,30.0,30.0,20,1500.0,80.0,70.5,3903.63,115.2,-79.00325695000001,39.789366799999996,56052,10,-5.458505239,56052,10,-0.755832218080843,56052,9,-7.032897126,1614.6666666666667,0.11307163148545404,2422.0,21420.05,1.5
56054,WT,MN,WNC,MRO,779270,88113.0,56054,IPP Non-CHP,Justin McNeilus,43.0,43.0,43.0,41,1035.3658536585365,68.78048780487805,56.829268292682926,2583.231707317073,97.13658536585366,-92.85051336585366,43.97673712195122,56054,10,-1.503277382,56054,10,-0.7557492977539271,56054,9,-2.523533432,2049.139534883721,0.11307120766871559,2149.0975609756097,19006.585365853658,1.048780487804878
56075,WT,CA,PACC,WECC,3149693,356139.0,56075,IPP Non-CHP,"FPLE High Winds, LLC",162.0,162.0,162.0,90,1800.0,60.0,80.0,5026.55,100.0,-121.802868,38.1308894,56075,10,-0.815146465,56075,10,-0.7557262488034455,56075,9,0.903542396,2198.3888888888887,0.11307101993749867,3957.1,34996.58888888889,1.8
56081,WT,OK,WSC,MRO,956390,108140.0,56081,IPP Non-CHP,Blue Canyon Windpower LLC,74.3,74.3,74.3,45,1650.0,70.0,72.0,4071.5,106.1,-98.5740784,34.85319404444444,56081,10,-9.364421742,56081,10,-0.7557230690429129,56081,9,-10.90384384,1455.4508748317633,0.11307102750969793,2403.1111111111113,21253.11111111111,1.651111111111111
56092,WT,SD,WNC,MRO,754288,85288.0,56092,IPP Non-CHP,FPL Energy South Dakota Wind LLC,40.5,40.5,40.5,27,1500.0,65.0,70.5,3903.6300000000006,100.3,-99.46093829629629,44.36571740740741,56092,10,-4.529253952,56092,10,-0.7557099280785184,56092,9,-6.17560476,2105.8765432098767,0.11307086948221369,3158.814814814815,27936.59259259259,1.5
56093,WT,WY,MTN,WECC,3148207,355971.0,56093,IPP Non-CHP,NextEra Energy Operating Services LLC,144.0,142.2,142.2,78,1800.0,67.0,80.0,5026.55,107.0,-110.7869853375,41.357544675,56093,10,0.250731559,56093,10,-0.755717800483724,56093,9,-1.535336114,2472.0208333333335,0.11307102741338165,4563.7307692307695,40361.6282051282,1.8461538461538463
56094,WT,OK,WSC,MRO,1197275,135377.0,56094,IPP Non-CHP,FPL Energy Oklahoma Wind LLC,102.0,102.0,102.0,68,1500.0,80.0,82.5,5345.62,121.3,-99.30075595588235,36.58510892647058,56094,10,-7.084867501,56094,10,-0.7557231036557255,56094,9,-8.768251903,1327.2254901960785,0.11307093190787414,1990.8382352941176,17606.985294117647,1.5
56097,WT,NM,MTN,WECC,5406813,611354.0,56097,IPP Non-CHP,FPL Energy New Mexico Wind LLC,204.0,204.0,204.0,136,1500.0,80.0,87.0,5944.68,123.4,-104.05993815441175,34.635582551470584,56097,10,2.476517316,56097,10,-0.7557225113168364,56097,9,2.819159974,2996.8333333333335,0.11307104573433555,4495.25,39755.97794117647,1.5
56099,WT,ND,WNC,MRO,925171,104610.0,56099,IPP Non-CHP,FPL Energy North Dakota Wind LLC,61.5,61.5,61.5,41,1500.0,65.0,70.5,3903.6300000000006,100.30000000000001,-98.88626609756098,46.32118736585366,56099,10,-2.855126582,56099,10,-0.7557052849187396,56099,9,-6.534028879,1700.9756097560976,0.1130709890387831,2551.4634146341464,22565.146341463416,1.5
56106,WT,NE,WNC,WECC,1051233,118864.0,56106,IPP Non-CHP,"Kimball Wind, LLC",30.0,30.0,30.0,12,2500.0,90.0,116.0,10568.32,148.1,-103.70999016666667,41.29487325,56106,10,16.27398779,56106,10,-0.7556841144314763,56106,9,4.704594016,3962.133333333333,0.1130710318264362,9905.333333333334,87602.75,2.5
56111,WT,TX,WSC,TRE,2123842,240145.0,56111,IPP Non-CHP,Shell Wind Energy Inc.,160.0,160.0,160.0,160,1000.0,65.4,61.4,2960.92,96.14,-101.20071978749999,32.9450060625,56111,10,-7.849303095,56111,10,-0.7557228669553107,56111,9,-8.728484865,1500.90625,0.11307102882417806,1500.90625,13274.0125,1.0
56112,WT,CA,PACC,WECC,531348,60080.0,56112,IPP Non-CHP,Avangrid Renewables LLC,22.4,22.4,22.4,34,660.0,60.0,47.0,1734.94,83.5,-116.59109490909091,33.91435818181818,56112,10,-2.139656807,56112,10,-0.7557368564007461,56112,9,-1.946796522,2682.1428571428573,0.11307090644925737,1767.0588235294117,15627.882352941177,0.6588235294117647
56142,WT,MN,WNC,MRO,1963777,222046.0,56142,IPP Non-CHP,Allete Clean Energy,85.5,85.5,85.5,57,1500.0,80.0,70.5,3903.63,115.2,-96.04296624561404,44.011935754385966,56142,10,0.000850711,56142,10,-0.755713415607584,56142,9,0.103613228,2597.029239766082,0.11307088330294122,3895.5438596491226,34452.228070175435,1.5
56153,WT,MN,WNC,MRO,265640,30036.0,56153,IPP Non-CHP,Allete Clean Energy,12.0,12.0,12.0,8,1500.0,80.0,70.5,3903.63,115.2,-96.008090125,43.972481625,56153,10,-2.064685354,56153,10,-0.755655972157554,56153,9,-2.812095632,2503.0,0.11307032073482909,3754.5,33205.0,1.5
56160,WT,IL,ENC,RFC,2378744,268967.0,56160,IPP Non-CHP,"Leeward Asset Management, LLC",76.2,76.2,76.2,29,2625.0,84.0,126.0,12468.98,146.9,-89.05392037931034,41.72122134482758,56160,10,14.58384114,56160,10,-0.7557257402958983,56160,9,11.07522999,3529.750656167979,0.11307101562841566,9274.724137931034,82025.6551724138,2.627586206896552
56162,WT,NE,WNC,MRO,777962,87965.0,56162,Electric Utility,Nebraska Public Power District,59.4,59.4,59.4,36,1650.0,70.0,82.0,5281.02,110.9,-99.91407541666666,42.46111747222222,56162,10,-7.934593025,56162,10,-0.7557263138683212,56162,9,-9.460600182,1480.892255892256,0.11307107545098603,2443.472222222222,21610.055555555555,1.65
56172,WT,IA,WNC,MRO,614764,69512.0,56172,IPP Non-CHP,Avangrid Renewables LLC,43.5,43.5,43.5,29,1500.0,80.0,70.5,3903.63,115.2,-95.29756403448275,43.38481962068966,56172,10,-7.714417367,56172,10,-0.7557152258441224,56172,9,-9.519196774,1597.9770114942528,0.11307103213590906,2396.9655172413795,21198.758620689656,1.5
56173,WT,CO,MTN,WECC,4729842,534808.0,56173,IPP Non-CHP,Avangrid Renewables LLC,162.0,162.0,162.0,100,1591.6666666666667,80.0,89.77314814814815,6342.970277777778,124.88703703703703,-102.63663984259259,37.70066392592592,56173,10,2.177662674,56173,10,-0.7557256111636268,56173,9,3.671386837,3301.283950617284,0.11307100744591468,5348.08,47298.42,1.62
56174,WT,MN,WNC,MRO,630966,71344.0,56174,IPP Non-CHP,Avangrid Renewables LLC,51.0,51.0,51.0,34,1500.0,65.0,70.5,3903.6300000000006,100.3,-96.055816,44.06682435294118,56174,10,-7.606867926,56174,10,-0.7557344268457333,56174,9,-9.353750597,1398.9019607843138,0.11307106880560917,2098.3529411764707,18557.823529411766,1.5
56195,WT,OR,PACC,WECC,916406,103619.0,56195,IPP Non-CHP,Eurus Combine Hills I LLC,43.0,43.0,43.0,41,1000.0,55.0,61.400000000000006,2960.92,85.6,-118.5843990487805,45.93991375609756,56195,10,0.109652129,56195,10,-0.755752541448107,56195,9,-1.057023217,2409.7441860465115,0.11307106238937763,2527.2926829268295,22351.365853658535,1.048780487804878
56203,WT,MN,WNC,MRO,14663,1658.0,56203,IPP Non-CHP,Westridge Windfarm LLC,2.0,2.0,2.0,2,950.0,63.0,64.0,3216.99,95.1,-96.16232127777778,44.0072095,56203,10,-12.91390843,56203,10,-0.7562353531772592,56203,9,-15.14621496,829.0,0.1130737229761986,829.0,7331.5,1.0
56210,WT,MN,WNC,MRO,9561,1081.0,56210,IPP Non-CHP,Brewster,2.0,2.0,2.0,2,950.0,70.0,54.0,2290.22,96.90000000000002,-95.37553916666667,43.65132766666667,56210,10,-17.63584557,56210,10,-0.7549833674472706,56210,9,-20.8329531,540.5,0.11306348708294112,540.5,4780.5,1.0
56211,WT,TX,WSC,TRE,1229979,139075.0,56211,IPP Non-CHP,"Leeward Asset Management, LLC",37.5,37.5,37.5,25,1500.0,80.0,82.5,5345.62,121.3,-100.33713652,32.36139052,56211,10,2.135461349,56211,10,-0.7557415040248872,56211,9,1.269746635,3708.6666666666665,0.11307103617216228,5563.0,49199.16,1.5
56212,WT,TX,WSC,TRE,3267945,369510.0,56212,IPP Non-CHP,"Leeward Asset Management, LLC",98.8,98.8,98.8,61,1620.0,80.0,90.40983606557377,6421.375081967213,125.27540983606558,-100.37348224590164,32.33350447540984,56212,10,2.047889737,56212,10,-0.7557279106850667,56212,9,0.701062951,3739.9797570850205,0.11307105841744583,6057.540983606557,53572.86885245902,1.6196721311475408
56215,WT,IA,WNC,MRO,8492,960.0,56215,IPP Non-CHP,E&E Enterprises LLC,5.800000000000001,5.6,5.800000000000001,7,600.0,46.0,48.0,1809.56,70.0,-95.6478655,43.407669,56215,10,-6.624528148,56215,10,-0.7532482823865316,56215,9,-24.65280751,165.51724137931032,0.11304757418747056,137.14285714285714,1213.142857142857,0.8285714285714286
56226,WT,OH,ENC,RFC,59758,6757.0,56226,Electric Utility,"American Mun Power-Ohio, Inc",7.2,7.2,7.2,4,1800.0,78.0,80.0,5026.55,118.0,-83.7386475,41.37949175,56226,10,-8.086886335,56226,10,-0.7559120666435049,56226,9,-8.915037081,938.4722222222222,0.11307272666421232,1689.25,14939.5,1.8
56240,WT,TX,WSC,TRE,2569173,290499.0,56240,IPP Non-CHP,AES Wind Generation Inc,120.6,120.6,120.6,67,1800.0,78.0,80.0,5026.55,118.0,-100.11982175,32.307736328125,56240,10,-2.773705061,56240,10,-0.7557218580031,56240,9,-3.461891141,2408.781094527363,0.11307101545906018,4335.805970149254,38345.86567164179,1.7999999999999998
56251,WT,IA,WNC,MRO,4662369,527179.0,56251,Electric Utility,MidAmerican Energy Co,175.5,175.5,175.5,122,1438.5245901639344,65.49180327868852,79.80737704918033,5040.599590163934,105.52622950819672,-95.3198828032787,42.52254357377049,56251,10,-0.40923617,56251,10,-0.755718982287612,56251,9,-0.237469729,3003.868945868946,0.11307105894020829,4321.139344262295,38216.139344262294,1.4385245901639345
56252,WT,IA,WNC,MRO,5044441,570380.0,56252,Electric Utility,MidAmerican Energy Co,201.2,201.2,201.2,145,1379.3103448275863,67.0,77.02758620689656,4722.486206896552,105.62413793103448,-93.66026246206897,42.54058106206896,56252,10,0.094357631,56252,10,-0.7557199817039395,56252,9,-0.476959598,2834.8906560636183,0.11307100231720423,3933.655172413793,34789.24827586207,1.3875862068965517
