Plant Id,"Reported
Prime Mover",Plant State,Census Region,NERC Region,"Elec Fuel Consumption
MMBtu","Net Generation
(Megawatthours)",Plant Code,Sector Name,Utility Name,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Number of Turbines,turbine_capacity (KW),hub_height (m),rotor_diameter (m),rotor_swept area (m2),max_height (m),xlong,ylat,plant_id_x,operation_years_x,CAGR_netgen,plant_id_y,operation_years_y,CACR,plant_id,operation_years,CACR_uptime,uptime,efficiency,avg_tgen,avg_fuel,avg_tcap
57635,WT,WA,PACC,WECC,1083938,122562.0,57635,Electric Utility,Los Angeles Department of Water & Power,50.0,50.0,50.0,25,2000.0,78.5,92.5,6720.06,124.7,-120.78347012,45.74429388000001,57635,10,-2.163420638,57635,10,-0.7557285197503205,57635,9,-2.286475308,2451.24,0.11307104280872153,4902.48,43357.52,2.0
57639,WT,KS,WNC,MRO,5394124,609919.0,57639,IPP Non-CHP,Ironwood Windpower LLC,167.9,167.9,167.9,73,2300.0,80.0,101.0,8011.85,130.5,-99.7622795890411,37.81426815068493,57639,10,0.597623164,57639,10,-0.7557194595672168,57639,9,-0.637799535,3632.63251935676,0.1130710009632704,8355.054794520547,73892.1095890411,2.3000000000000003
57643,WT,CO,MTN,WECC,24683,2791.0,57643,Industrial Non-CHP,"CS Wind America, Inc.",1.8,1.8,1.8,1,1800.0,80.0,100.0,7853.98,130.1,-104.621391,38.163395,57643,10,0.56001147,57643,10,-0.7555626110061997,57643,9,-2.444178381,1550.5555555555554,0.11307377547299761,2791.0,24683.0,1.8
57644,WT,MN,WNC,MRO,5585190,631523.0,57644,IPP Non-CHP,"Enel Green Power NA, Inc.",200.0,200.0,200.0,119,1680.0,80.0,82.5,5345.62,121.3,-96.28542052941177,43.79704254621849,57644,9,-2.00267492,57644,9,-0.8034708031952165,57644,9,-2.00267492,3157.615,0.1130709966894591,5306.915966386555,46934.36974789916,1.680672268907563
57648,WT,NY,MAT,NPCC,14806,1674.0,57648,Industrial Non-CHP,Henkel U.S. Operations Corporation,3.4,3.4,3.4,2,1650.0,70.0,82.0,5281.02,110.9,-76.9680505,42.8866965,57648,10,-8.355185483,57648,10,-0.7547624868915248,57648,9,-4.698610384,492.3529411764706,0.11306227205187086,837.0,7403.0,1.7
57649,WT,MN,WNC,MRO,2235313,252749.0,57649,IPP Non-CHP,Avangrid Renewables LLC,148.8,148.8,148.8,62,2400.0,80.0,95.0,7088.22,127.4,-94.87924235483871,43.70027083870968,57649,10,-5.912871075,57649,10,-0.7557131968546016,57649,9,-7.102063458,1698.5819892473116,0.11307096590052489,4076.5967741935483,36053.43548387097,2.4000000000000004
57663,WT,KS,WNC,MRO,4853066,548741.0,57663,IPP Non-CHP,"Cimarron Windpower II, LLC",131.0,131.0,131.0,57,2300.0,80.0,108.0,9160.88,134.1,-100.38250959649123,37.89854822807018,57663,10,0.961930851,57663,10,-0.7557181969052751,57663,9,-0.473995548,4188.862595419847,0.11307099470726341,9627.035087719298,85141.50877192983,2.2982456140350878
57675,WT,IL,ENC,SERC,3958558,447598.0,57675,IPP Non-CHP,RWE Renewables Americas LLC,150.4,150.4,150.4,94,1600.0,80.0,82.5,5345.62,121.29999999999998,-88.01471818085106,40.467937563829786,57675,10,0.525670594,57675,10,-0.7557173623627622,57675,9,-0.409681699,2976.0505319148933,0.11307097180336881,4761.68085106383,42112.31914893617,1.6
57678,WT,KS,WNC,WECC,6742781,762413.0,57678,IPP Non-CHP,Pattern Operators LP,201.0,201.0,201.0,134,1500.0,80.0,82.5,5345.62,121.3,-98.33307847014925,38.845240761194034,57678,10,-1.277124658,57678,10,-0.7557206131816097,57678,9,-1.273269752,3793.0995024875624,0.11307100141618125,5689.649253731343,50319.26119402985,1.5
57700,WT,CA,PACC,WECC,2235099,252725.0,57700,IPP Non-CHP,"Vasco Winds, LLC",78.2,78.2,78.2,34,2300.0,80.0,101.0,8011.85,130.5,-121.70476623529412,37.792003882352944,57700,10,0.334382595,57700,10,-0.7557354892659185,57700,9,0.917017999,3231.777493606138,0.11307105412332966,7433.088235294118,65738.20588235294,2.3000000000000003
57701,WT,CA,PACC,WECC,2108799,238444.0,57701,IPP Non-CHP,"NextEra Energy Montezuma Wind II, LLC",78.2,78.2,78.2,34,2300.0,80.0,93.0,6792.91,126.5,-121.82179541176471,38.118615647058824,57701,10,0.464669376,57701,10,-0.7557278988262972,57701,9,1.593557352,3049.1560102301787,0.11307099443806641,7013.058823529412,62023.5,2.3000000000000003
57721,WT,MA,NEW,NPCC,383246,43334.0,57721,Electric Utility,Massachusetts Mun Wholes Electric Co,19.6,19.6,19.6,12,1633.3333333333333,80.0,83.5,5641.911666666667,121.84999999999998,-73.27450075,42.587431,57721,10,-1.942226888,57721,10,-0.7557209603360815,57721,9,-5.285421874,2210.918367346939,0.11307097790974988,3611.1666666666665,31937.166666666668,1.6333333333333335
57725,WT,CA,PACC,WECC,2888846,326645.0,57725,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",102.5,102.5,102.5,58,2050.0,77.5,92.5,6720.06,123.69,-121.85037058,38.1350899,57725,9,2.080104078,57725,9,-0.8035281764922186,57725,9,1.92994777,3186.7804878048782,0.11307110174789518,5631.810344827586,49807.68965517241,1.7672413793103448
57732,WT,MN,WNC,MRO,44298,5009.0,57732,Commercial Non-CHP,University of Minnesota Morris Campus,1.7,0.6,0.9,1,1650.0,80.0,82.0,5281.02,121.0,-95.877892,45.58469,57732,10,-0.933166659,57732,10,-0.7560820304818305,57732,9,-2.560274865,2946.470588235294,0.11307508239649645,5009.0,44298.0,1.7
57744,WT,PA,MAT,RFC,1397078,157969.0,57744,IPP Non-CHP,Laurel Wind Energy LLC,69.0,69.0,69.0,30,2300.0,80.0,101.0,8011.85,130.5,-77.03009873333333,41.531977366666666,57744,10,-0.98064705,57744,10,-0.755717546723722,57744,9,-1.704477252,2289.4057971014495,0.11307099532023265,5265.633333333333,46569.26666666667,2.3
57748,WT,MT,MTN,WECC,610024,68976.0,57748,IPP Non-CHP,Gordon Butte Wind LLC,17.7,17.7,17.7,9,1500.0,80.0,77.0,4656.63,118.59999999999998,-110.334039,46.41209216666667,57748,10,5.701005642,57748,10,-0.7556751569949616,57748,9,-0.530714912,3896.949152542373,0.11307096114251243,7664.0,67780.44444444444,1.9666666666666666
57749,WT,ID,MTN,WECC,479123,54175.0,57749,IPP Non-CHP,Idaho Winds LLC,22.4,22.4,22.4,14,1600.0,80.0,82.5,5345.62,121.3,-115.39431549999999,42.981887071428574,57749,10,-0.01905582,57749,10,-0.7557361195668189,57749,9,-1.204705954,2418.526785714286,0.11307117379044629,3869.6428571428573,34223.07142857143,1.5999999999999999
57751,WT,TX,WSC,TRE,3225371,364696.0,57751,IPP Non-CHP,"Los Vientos Wind 1A, LLC",200.0,200.0,200.0,87,2300.0,98.1,108.0,9160.88,152.1,-97.5871681494253,26.326554149425284,57751,9,-7.579143359,57751,9,-0.8034738049412349,57751,9,-7.579143359,1823.48,0.11307102345745652,4191.908045977011,37073.22988505747,2.2988505747126435
57752,WT,TX,WSC,TRE,4122045,466084.0,57752,IPP Non-CHP,"Los Vientos Wind 1B, LLC",201.6,201.6,201.6,84,2400.0,90.0,102.0,8171.280000000001,141.1,-97.68056645238096,26.348169773809527,57752,9,-2.541976284,57752,9,-0.8034796495702712,57752,9,-2.541976285,2311.9246031746034,0.1130710606022011,5548.619047619048,49071.96428571428,2.4
57755,WT,NE,WNC,MRO,1372032,155137.0,57755,IPP Non-CHP,TPW Petersburg LLC,40.5,40.5,40.5,27,1500.0,80.0,82.5,5345.62,121.3,-97.9738578148148,41.864552555555555,57755,10,-1.613095861,57755,10,-0.7557220756139404,57755,9,-1.608357819,3830.543209876543,0.11307097793637466,5745.814814814815,50816.0,1.5
57756,WT,WA,PACC,WECC,123320,13944.0,57756,IPP Non-CHP,Coastal Community Action Program,6.0,6.0,6.0,4,1500.0,80.0,77.0,4656.63,118.6,-124.06550975,46.792945,57756,9,-1.909945091,57756,9,-0.8034858748230289,57756,8,1.156076292,2324.0,0.11307168342523516,3486.0,30830.0,1.5
57757,WT,CA,PACC,WECC,2915556,329665.0,57757,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",151.7,140.0,140.0,75,2050.0,78.5,92.5,6720.06,124.7,-118.42780334285713,34.896789385714285,57757,10,0.219822866,57757,10,-0.7557272998339637,57757,9,0.487206526,2173.1377719182597,0.11307105745868026,4395.533333333334,38874.08,2.0226666666666664
57760,WT,ID,MTN,WECC,538052,60838.0,57760,IPP Non-CHP,Power County Wind Park South LLC,22.5,22.5,22.5,9,2500.0,80.0,100.0,7853.98,130.1,-112.75980955555555,42.704928111111116,57760,10,0.632466548,57760,10,-0.7557366263264531,57760,9,-1.011900335,2703.911111111111,0.11307085560503445,6759.777777777777,59783.555555555555,2.5
57761,WT,ID,MTN,WECC,584828,66127.0,57761,IPP Non-CHP,Power County Wind Park North LLC,22.5,22.5,22.5,9,2500.0,80.0,100.0,7853.98,130.1,-112.75366544444445,42.740716444444445,57761,10,0.368807849,57761,10,-0.7556954851622444,57761,9,-1.148130231,2938.9777777777776,0.11307085160081255,7347.444444444444,64980.88888888889,2.5
57762,WT,KS,WNC,MRO,5623440,635848.0,57762,IPP Non-CHP,Cimarron Wind Energy LLC,165.6,165.6,165.6,72,2300.0,80.0,108.0,9160.88,134.1,-100.27394227777778,37.87256990277778,57762,10,1.612929913,57762,10,-0.7557204537508855,57762,9,-1.539844109,3839.6618357487923,0.11307100280255503,8831.222222222223,78103.33333333333,2.3
57766,WT,ID,MTN,WECC,2441757,276092.0,57766,IPP Non-CHP,Ridgeline Energy LLC,79.2,79.2,79.2,44,1800.0,80.0,100.0,7853.98,130.1,-112.91692213636362,42.68774186363636,57766,10,2.219342556,57766,10,-0.7557141180993487,57766,9,0.600829444,3486.0101010101007,0.11307103860048318,6274.818181818182,55494.47727272727,1.8
57767,WT,IL,ENC,SERC,25390,2871.0,57767,Electric Utility,Adams Electric Cooperative,1.5,1.5,1.5,1,1200.0,80.0,64.0,3295.5299999999997,112.8,-90.945831,39.903386999999995,57767,10,114.3939064,57767,10,-1.1681940754509237,57767,9,-2.145610777,1914.0,0.11307601417881055,2871.0,25390.0,1.5
57769,WT,PA,MAT,RFC,3374093,381512.0,57769,IPP Non-CHP,AE Power Services LLC,140.8,140.8,140.8,88,1600.0,94.77272727272727,82.5,5345.62,135.92499999999998,-76.07719257954545,41.46764411363636,57769,10,0.638786983,57769,10,-0.7557190089357735,57769,9,-0.445927402,2709.6022727272725,0.11307097937134512,4335.363636363636,38341.96590909091,1.6
57774,WT,CA,PACC,WECC,1906590,215580.0,57774,IPP Non-CHP,Brookfield Renewable Trading and Marketing LP,120.0,120.0,120.0,60,2000.0,67.0,82.68333333333334,5378.499833333333,108.38000000000001,-118.32579916666667,35.036366683333334,57774,10,-3.957189681,57774,10,-0.7557253283537291,57774,9,-3.426827195,1796.5,0.11307098012682328,3593.0,31776.5,2.0
57775,WT,AZ,MTN,WECC,183106,20704.0,57775,IPP Non-CHP,Brookfield Renewable Trading and Marketing LP,10.0,10.0,10.0,5,2000.0,78.0,90.0,6361.73,123.1,-114.0678696,35.145736,57775,10,-0.416756618,57775,10,-0.7557066360934228,57775,9,0.098240069,2070.4,0.11307111727633175,4140.8,36621.2,2.0
57787,WT,KS,WNC,MRO,15208761,1719670.0,57787,IPP Non-CHP,AE Power Services LLC,470.4,470.4,470.4,294,1606.1016949152543,80.0,98.56271186440678,7642.6949152542375,129.35898305084746,-98.25148062711865,37.36927890847458,57787,10,-0.6938277,57787,10,-0.7557217239844038,57787,9,-1.38514628,3655.7610544217687,0.1130710121620032,5849.21768707483,51730.47959183674,1.5999999999999999
57800,WT,ND,WNC,MRO,2651165,299770.0,57800,Electric Utility,"ALLETE, Inc.",105.0,105.0,105.0,35,3000.0,80.0,101.0,8011.85,130.5,-101.56450674285715,46.95051471428572,57800,10,1.057181209,57800,10,-0.7557278025122516,57800,9,-0.970256961,2854.9523809523807,0.11307104612500542,8564.857142857143,75747.57142857143,3.0
57801,WT,ND,WNC,MRO,2661432,300931.0,57801,Electric Utility,"ALLETE, Inc.",105.0,105.0,105.0,35,3000.0,80.0,101.0,8011.85,130.5,-101.60791557142856,46.9644404,57801,9,-1.022783099,57801,9,-0.80347896606352,57801,9,-1.022783097,2866.0095238095237,0.1130710835369831,8598.028571428571,76040.91428571429,3.0
57802,WT,TX,WSC,TRE,4378047,495030.0,57802,IPP Non-CHP,RWE Renewables Americas LLC,203.0,203.0,203.0,112,1815.0,80.0,100.0,7853.9800000000005,130.1,-97.67926869642858,26.462486598214287,57802,10,-3.866178104,57802,10,-0.7557145778654073,57802,9,-4.703459464,2438.5714285714284,0.11307096520434796,4419.910714285715,39089.705357142855,1.8125
57803,WT,OR,PACC,WECC,55796,6309.0,57803,IPP Non-CHP,Lime Wind LLC,3.0,3.0,3.0,6,500.0,40.0,41.0,1320.25,60.4,-117.27273183333334,44.39690916666667,57803,10,-0.172850712,57803,10,-0.7559955736405444,57803,9,1.111619695,2103.0,0.11307262169331135,1051.5,9299.333333333334,0.5
57813,WT,MN,WNC,MRO,81020,9161.0,57813,IPP Non-CHP,GL Wind LLC,5.0,4.8,4.8,2,2500.0,80.0,96.0,7238.23,128.0,-91.87178800000001,43.9947945,57813,10,-2.797298706,57813,10,-0.7557873594784326,57813,9,-4.089298584,1832.2,0.1130708467045174,4580.5,40510.0,2.5
57823,WT,MN,WNC,MRO,38346,4336.0,57823,IPP Non-CHP,University of Minnesota WCROC,1.7,0.4,0.7,1,1650.0,70.0,82.0,5281.02,110.9,-95.877083,45.589645,57823,10,-0.511962625,57823,10,-0.7557842725243846,57823,9,-0.363001564,2550.5882352941176,0.11307567934073959,4336.0,38346.0,1.7
57830,WT,IA,WNC,MRO,1101618,124561.0,57830,IPP Non-CHP,Greenbacker Renewable Energy Corporation,50.0,50.0,50.0,20,2500.0,100.0,100.0,7853.979999999999,150.0,-94.20684735,41.99419305,57830,10,-3.591638082,57830,10,-0.7557155419220307,57830,9,-3.361223413,2491.22,0.11307095563071773,6228.05,55080.9,2.5
57832,WT,IA,WNC,MRO,1155910,130700.0,57832,IPP Non-CHP,Greenbacker Renewable Energy Corporation,35.0,34.0,34.0,15,2500.0,100.0,100.0,7853.98,150.0,-92.02945913333333,42.93115246666666,57832,10,-0.202307936,57832,10,-0.7557236292986991,57832,9,-0.442550263,3734.285714285714,0.11307108684932218,8713.333333333334,77060.66666666667,2.3333333333333335
57833,WT,CA,PACC,WECC,2625032,296815.0,57833,IPP Non-CHP,Longroad Energy Services 2,150.0,150.0,150.0,50,3000.0,80.0,90.0,6361.73,125.0,-118.24762394,35.03168986,57833,10,-0.224096525,57833,10,-0.7557214578124527,57833,9,-0.328341354,1978.7666666666667,0.11307100256301637,5936.3,52500.64,3.0
57834,WT,CA,PACC,WECC,2764909,312631.0,57834,IPP Non-CHP,"Pinyon Pines Wind I, LLC",168.0,168.0,168.0,56,3000.0,80.0,90.0,6361.7300000000005,125.0,-118.27303596428571,35.04580117857143,57834,10,-1.665710317,57834,10,-0.7557174248150278,57834,9,-1.934320338,1860.8988095238096,0.11307099076316797,5582.696428571428,49373.375,3.0
57837,WT,CA,PACC,WECC,2018562,228241.0,57837,IPP Non-CHP,"Pinyon Pines Wind II, LLC",132.0,132.0,132.0,44,3000.0,80.0,90.0,6361.73,125.0,-118.22007696,35.06221848,57837,10,-1.373103265,57837,10,-0.7557252263026393,57837,9,-1.405034658,1729.0984848484848,0.11307108723933176,5187.295454545455,45876.40909090909,3.0
57844,WT,IA,WNC,MRO,1823216,206153.0,57844,Electric Utility,Interstate Power and Light Co,99.0,99.0,99.0,60,1650.0,80.0,82.0,5281.02,121.0,-93.33460781666666,42.61071205,57844,10,-0.66970242,57844,10,-0.7557254861312757,57844,9,-0.919510165,2082.3535353535353,0.1130710787970268,3435.883333333333,30386.933333333334,1.65
57851,WT,MI,ENC,RFC,2162439,244509.0,57851,Electric Utility,DTE Electric Company,64.0,64.0,64.0,40,1600.0,100.0,100.0,7853.979999999999,150.0,-82.790451875,43.856453875,57851,10,0.549953884,57851,10,-0.7557182058777201,57851,9,0.428530356,3820.453125,0.11307093518013688,6112.725,54060.975,1.6
57852,WT,MI,ENC,RFC,964596,109068.0,57852,Electric Utility,DTE Electric Company,32.0,32.0,32.0,20,1600.0,96.0,100.0,7853.979999999999,146.0,-82.78185035,43.636657050000004,57852,10,0.888226392,57852,10,-0.7557460052777576,57852,9,0.013302418,3408.375,0.11307117176517423,5453.4,48229.8,1.6
57853,WT,MI,ENC,RFC,434364,49114.0,57853,Electric Utility,DTE Electric Company,14.4,14.0,14.0,9,1600.0,100.0,100.0,7853.98,150.0,-83.25702577777777,43.874954555555554,57853,10,-0.597762398,57853,10,-0.7557240423216482,57853,9,0.218465604,3410.6944444444443,0.11307106482120986,5457.111111111111,48262.666666666664,1.6
57855,WT,MA,NEW,NPCC,32166,3637.0,57855,Electric Utility,Town of Ipswich - (MA),1.6,1.6,1.6,1,1600.0,80.0,82.5,5345.62,121.3,-70.841103,42.716091,57855,10,0.501132746,57855,10,-0.7549091470662628,57855,9,6.121979507,2273.125,0.11306970092644407,3637.0,32166.0,1.6
57858,WT,KS,WNC,MRO,5948138,672562.0,57858,IPP Non-CHP,Caney River Wind Project,200.0,200.0,200.0,111,1800.0,80.0,90.0,6361.73,125.0,-96.43410018018018,37.427595630630634,57858,10,-0.945953435,57858,10,-0.7557171316910472,57858,9,-1.262961055,3362.81,0.113071014828506,6059.117117117117,53586.82882882883,1.8018018018018018
57862,WT,IN,ENC,RFC,5660973,640092.0,57862,IPP Non-CHP,RWE Renewables Americas LLC,200.0,200.0,200.0,125,1600.0,100.0,100.0,7853.98,150.0,-85.864044984,40.340039815999994,57862,10,0.216956838,57862,10,-0.7557227155019386,57862,9,-0.410739022,3200.46,0.11307102153640372,5120.736,45287.784,1.6
57866,WT,TX,WSC,MRO,1789539,202345.0,57866,Electric Utility,"Golden Spread Electric Cooperative, Inc",78.2,78.2,78.2,34,2300.0,80.0,101.0,8011.85,130.5,-102.20263597058823,35.23365438235294,57866,10,-4.990281732,57866,10,-0.7557242041899448,57866,9,-4.614390926,2587.531969309463,0.11307101996659474,5951.323529411765,52633.5,2.3000000000000003
57867,WT,NY,MAT,NPCC,961964,108770.0,57867,IPP Non-CHP,Longroad Energy Services 2,55.4,55.4,55.4,27,2050.0,78.55555555555556,92.48148148148148,6717.376666666667,124.70370370370371,-77.53695607407407,42.312716074074075,57867,10,-2.275763918,57867,10,-0.7557108304061755,57867,9,-1.624464219,1963.3574007220218,0.11307075940471785,4028.5185185185187,35628.2962962963,2.051851851851852
57873,WT,IA,WNC,MRO,6022093,680924.0,57873,Electric Utility,MidAmerican Energy Co,200.1,200.1,200.1,87,2300.0,80.0,108.0,9160.88,134.1,-94.67948286206895,41.5561043908046,57873,10,-0.728828,57873,10,-0.7557186791101844,57873,9,-1.327619426,3402.9185407296354,0.11307098711361648,7826.712643678161,69219.45977011495,2.3
57874,WT,IA,WNC,MRO,4323425,488854.0,57874,Electric Utility,MidAmerican Energy Co,150.2,150.2,150.2,64,2335.15625,80.0,108.0,9160.88,134.1,-92.78239325,42.159264265625,57874,10,4.400164451,57874,10,-0.7557183579869342,57874,9,-0.868986892,3254.6870838881496,0.11307100273510007,7638.34375,67553.515625,2.346875
57875,WT,IA,WNC,MRO,2861714,323577.0,57875,Electric Utility,MidAmerican Energy Co,101.2,101.2,101.2,44,2300.0,80.0,108.0,9160.88,134.1,-94.57776775,41.441872113636364,57875,10,-1.400013763,57875,10,-0.7557309588939742,57875,9,-1.981580487,3197.401185770751,0.11307104763089533,7354.022727272727,65038.954545454544,2.3000000000000003
57880,WT,MN,WNC,MRO,26046,2945.0,57880,IPP Non-CHP,Regents of the University of Minnesota,2.5,2.5,2.5,1,2500.0,80.0,96.0,7238.23,128.0,-93.048073,44.728298,57880,10,-2.692413255,57880,10,-0.755678714806507,57880,9,-0.919969378,1178.0,0.11306918528756815,2945.0,26046.0,2.5
57887,WT,NM,MTN,MRO,692113,78258.0,57887,IPP Non-CHP,"Wildcat Wind, LLC",27.3,27.3,27.3,13,2100.0,90.0,97.0,7389.8099999999995,138.4,-103.27959153846155,32.95541030769231,57887,10,-1.791072431,57887,10,-0.7557362301628068,57887,9,-2.376715788,2866.5934065934066,0.11307113144818838,6019.846153846154,53239.46153846154,2.1
57888,WT,MI,ENC,RFC,1638121,185224.0,57888,IPP Non-CHP,"Harvest II Windfarm, LLC",59.4,59.4,59.4,33,1800.0,95.0,100.0,7853.98,145.1,-83.20806842424243,43.82953903030303,57888,10,-0.982941035,57888,10,-0.7557251540867393,57888,9,-1.616103145,3118.2491582491584,0.11307101245878662,5612.848484848485,49640.030303030304,1.8
57889,WT,OK,WSC,MRO,102714,11614.0,57889,IPP Non-CHP,DeWind Co.,40.0,40.0,40.0,20,2000.0,80.0,93.0,6792.910000000001,126.5,-101.47496105,36.57487855,57889,9,-26.07499688,57889,9,-0.803515869630278,57889,8,-27.052047,290.35,0.11307124637342524,580.7,5135.7,2.0
57890,WT,ID,MTN,WECC,1548779,175122.0,57890,Electric Utility,Utah Associated Mun Power Sys,57.6,57.6,57.6,32,1800.0,80.0,100.0,7853.98,130.1,-111.73945378125,43.404834625,57890,10,3.136254865,57890,10,-0.7557172274514579,57890,9,0.789740009,3040.3125,0.1130710062571871,5472.5625,48399.34375,1.8
57913,WT,CA,PACC,WECC,3030998,342718.0,57913,IPP Non-CHP,Avangrid Renewables LLC,143.0,143.0,143.0,57,2300.0,80.0,107.0,8992.02,133.5,-116.29788994736842,32.76318375438596,57913,5,2.295404232,57913,5,-0.5778219713610255,57913,5,2.295404232,2396.6293706293704,0.11307100829495763,6012.596491228071,53175.40350877193,2.508771929824561
57927,WT,TX,WSC,TRE,3882288,438974.0,57927,IPP Non-CHP,Avangrid Renewables LLC,188.0,188.0,188.0,101,2000.0,90.0,97.0,7389.81,138.4,-97.58823323762375,27.171901653465348,57927,7,-3.171361247,57927,7,-0.6114901871335676,57927,7,-3.171361248,2334.968085106383,0.11307095197471181,4346.277227722772,38438.49504950495,1.8613861386138615
57935,WT,AK,PACN,,500995,56648.0,57935,Electric Utility,Golden Valley Elec Assn Inc,24.6,24.6,24.6,12,2050.0,78.5,92.5,6720.06,124.7,-148.90285875,64.06485708333334,57935,9,-2.915835552,57935,9,-0.8034299785803167,57935,9,-2.915835548,2302.764227642276,0.11307098873242248,4720.666666666667,41749.583333333336,2.0500000000000003
57947,WT,NM,MTN,WECC,1099530,124325.0,57947,IPP Non-CHP,Capital Power Corporation,50.4,50.4,50.4,28,1800.0,80.0,100.0,7853.9800000000005,130.1,-107.50901232142857,32.555684642857145,57947,10,-0.346231723,57947,10,-0.7557253866659952,57947,9,0.679793929,2466.7658730158732,0.11307103944412612,4440.178571428572,39268.92857142857,1.8
57956,WT,OK,WSC,MRO,2609768,295089.0,57956,IPP Non-CHP,"FPLE Wind, LLC",100.8,100.8,100.8,63,1600.0,80.0,82.5,5345.62,121.3,-98.05861103174604,35.329236825396826,57956,10,-2.328694021,57956,10,-0.755716787145877,57956,9,-3.600417098,2927.470238095238,0.11307097029314483,4683.952380952381,41424.88888888889,1.5999999999999999
57962,WT,CA,PACC,WECC,2426546,274372.0,57962,IPP Non-CHP,"Coram California Development, L.P.",102.0,102.0,102.0,34,3000.0,80.0,90.0,6361.73,125.0,-118.3063410882353,35.05694670588235,57962,10,-0.132513265,57962,10,-0.755712930783925,57962,9,-0.290563265,2689.921568627451,0.11307100710227624,8069.764705882353,71369.0,3.0
57963,WT,MT,MTN,WECC,211867,23956.0,57963,IPP Non-CHP,Musselshell Wind Project LLC,10.0,10.0,10.0,7,1500.0,75.0,87.0,5944.68,118.6,-109.47131557142858,46.283322,57963,10,-0.098766531,57963,10,-0.7557032776647876,57963,9,-1.228935098,2395.6,0.11307093601174321,3422.285714285714,30266.714285714286,1.4285714285714286
57964,WT,IL,ENC,MRO,2823986,319311.0,57964,IPP Non-CHP,Algonquin Power Co,109.5,109.5,109.5,71,1542.2535211267605,85.63380281690141,82.7605633802817,5389.73661971831,126.91830985915495,-89.09324291549295,41.665124873239435,57964,10,0.07607676,57964,10,-0.7557165171843905,57964,9,-0.776936646,2916.082191780822,0.11307102797251828,4497.338028169014,39774.45070422535,1.5422535211267605
57965,WT,MT,MTN,WECC,254432,28769.0,57965,IPP Non-CHP,Musselshell Wind Project Two LLC,10.0,10.0,10.0,7,1500.0,75.0,87.0,5944.68,118.6,-109.50257428571429,46.26536514285714,57965,10,3.059886199,57965,10,-0.7557871779491965,57965,9,-0.985050627,2876.9,0.11307146899761036,4109.857142857143,36347.42857142857,1.4285714285714286
57968,WT,WI,ENC,MRO,93285,10548.0,57968,IPP Non-CHP,Cashton Greens Wind Farm LLC,5.0,4.8,4.8,2,2500.0,100.0,96.0,7238.23,148.1,-90.8045425,43.736393,57968,10,-0.421799615,57968,10,-0.7557867927989625,57968,9,-1.638085595,2109.6,0.11307284129281235,5274.0,46642.5,2.5
57973,WT,TX,WSC,MRO,5770277,652451.0,57973,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",161.0,161.0,161.0,70,2300.0,80.0,104.4,8569.950285714285,132.2485714285714,-102.47320500000001,35.30678688571428,57973,10,-0.57193089,57973,10,-0.755715151821712,57973,9,-1.095659677,4052.490683229814,0.11307100161742668,9320.728571428572,82432.52857142857,2.3
57974,WT,TX,WSC,TRE,4580653,517939.0,57974,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",161.0,161.0,161.0,100,1620.0,80.0,91.0,6503.88,125.6,-98.57871386999999,33.50354968,57974,10,1.678814285,57974,10,-0.7557213489821413,57974,9,0.295301738,3217.0124223602484,0.11307099664611138,5179.39,45806.53,1.61
57975,WT,KS,WNC,MRO,2904246,328386.0,57975,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",108.0,108.0,108.0,63,1600.0,80.0,82.5,5345.62,121.3,-99.84624026984127,37.840682825396826,57975,10,-0.193448002,57975,10,-0.7557165227425111,57975,9,-2.533783127,3040.6111111111113,0.11307100018386872,5212.476190476191,46099.142857142855,1.7142857142857142
57976,WT,IA,WNC,MRO,1626333,183891.0,57976,Electric Utility,MidAmerican Energy Co,80.0,83.2,83.2,40,2000.0,100.0,90.0,6361.73,145.1,-94.608149125,42.5979445,57976,10,-1.948644334,57976,10,-0.7557133367759983,57976,9,-3.679545132,2298.6375,0.11307093934637003,4597.275,40658.325,2.0
57979,WT,VT,NEW,NPCC,1337612,151245.0,57979,Electric Utility,Green Mountain Power Corp,65.0,65.0,65.0,21,3000.0,84.0,112.0,9852.03,139.9047619047619,-72.42503576190477,44.75059461904762,57979,10,3.104759796,57979,10,-0.7557222632950222,57979,9,-2.086088147,2326.846153846154,0.11307090546436485,7202.142857142857,63695.80952380953,3.0952380952380953
57980,WT,CO,MTN,WECC,773097,87415.0,57980,Electric Utility,"Black Hills Colorado Electric, LLC",29.0,29.0,29.0,16,1800.0,80.0,100.0,7853.98,130.1,-104.471851375,37.7818876875,57980,10,-0.485500713,57980,10,-0.7557508896093523,57980,9,-1.245859083,3014.310344827586,0.11307119287747851,5463.4375,48318.5625,1.8125
57981,WT,TX,WSC,TRE,4249577,480504.0,57981,IPP Non-CHP,Algonquin Power Co,150.0,150.0,150.0,75,2000.0,100.0,90.0,6361.73,145.1,-98.36363561333333,33.19810733333333,57981,10,-0.826494969,57981,10,-0.7557213291676468,57981,9,-1.392541009,3203.36,0.11307101859785103,6406.72,56661.026666666665,2.0
